"","Brew_ID","Name","City","State"
"74","74","Ale Asylum","Madison"," WI"
"75","75","Two Brothers Brewing Company","Warrenville"," IL"
"76","76","Bent Paddle Brewing Company","Duluth"," MN"
"77","77","Bell's Brewery","Kalamazoo"," MI"
"78","78","Blue Owl Brewing","Austin"," TX"
"79","79","Speakasy Ales & Lagers","San Francisco"," CA"
"80","80","Black Tooth Brewing Company","Sheridan"," WY"
"81","81","Hopworks Urban Brewery","Portland"," OR"
"82","82","Epic Brewing","Denver"," CO"
"83","83","New Belgium Brewing Company","Fort Collins"," CO"
"84","84","Sierra Nevada Brewing Company","Chico"," CA"
"85","85","Keweenaw Brewing Company","Houghton"," MI"
"86","86","Brewery Terra Firma","Traverse City"," MI"
"87","87","Grey Sail Brewing Company","Westerly"," RI"
"88","88","Kirkwood Station Brewing Company","Kirkwood"," MO"
"89","89","Goose Island Brewing Company","Chicago"," IL"
"90","90","Broad Brook Brewing LLC","East Windsor"," CT"
"91","91","The Lion Brewery","Wilkes-Barre"," PA"
"92","92","Madtree Brewing Company","Cincinnati"," OH"
"93","93","Jackie O's Pub & Brewery","Athens"," OH"
"94","94","Rhinegeist Brewery","Cincinnati"," OH"
"95","95","Warped Wing Brewing Company","Dayton"," OH"
"96","96","Blackrocks Brewery","Marquette"," MA"
"97","97","Catawba Valley Brewing Company","Morganton"," NC"
"98","98","Tröegs Brewing Company","Hershey"," PA"
"99","99","Mission Brewery","San Diego"," CA"
"100","100","Christian Moerlein Brewing Company","Cincinnati"," OH"
"101","101","West Sixth Brewing","Lexington"," KY"
"102","102","Coastal Extreme Brewing Company","Newport"," RI"
"103","103","King Street Brewing Company","Anchorage"," AK"
"104","104","Beer Works Brewery","Lowell"," MA"
"105","105","Lone Tree Brewing Company","Lone Tree"," CO"
"106","106","Four String Brewing Company","Columbus"," OH"
"107","107","Glabrous Brewing Company","Pineland"," ME"
"108","108","Bonfire Brewing Company","Eagle"," CO"
"109","109","Thomas Hooker Brewing Company","Bloomfield"," CT"
"113","112","Mother Earth Brew Company","Vista"," CA"
"114","113","Black Market Brewing Company","Temecula"," CA"
"115","114","Vault Brewing Company","Yardley"," PA"
"116","115","Jailbreak Brewing Company","Laurel"," MD"
"117","116","Smartmouth Brewing Company","Norfolk"," VA"
"118","117","Base Camp Brewing Co.","Portland"," OR"
"119","118","Alameda Brewing","Portland"," OR"
"120","119","Southern Star Brewing Company","Conroe"," TX"
"121","120","Steamworks Brewing Company","Durango"," CO"
"122","121","Horny Goat Brew Pub","Milwaukee"," WI"
"123","122","Cheboygan Brewing Company","Cheboygan"," MI"
"124","123","Center of the Universe Brewing C...","Ashland"," VA"
"125","124","Ipswich Ale Brewery","Ipswich"," MA"
"126","125","Griffin Claw Brewing Company","Birmingham"," MI"
"127","126","Karbach Brewing Company","Houston"," TX"
"128","127","Uncle Billy's Brewery and Smokeh...","Austin"," TX"
"129","128","Deep Ellum Brewing Company","Dallas"," TX"
"130","129","Real Ale Brewing Company","Blanco"," TX"
"131","130","Straub Brewery","St Mary's"," PA"
"132","131","Shebeen Brewing Company","Wolcott"," CT"
"133","132","Stevens Point Brewery","Stevens Point"," WI"
"134","133","Weston Brewing Company","Weston"," MO"
"135","134","Southern Prohibition Brewing Com...","Hattiesburg"," MS"
"136","135","Minhas Craft Brewery","Monroe"," WI"
"137","136","Pug Ryan's Brewery","Dillon"," CO"
"138","137","Hops & Grains Brewing Company","Austin"," TX"
"139","138","Sietsema Orchards and Cider Mill","Ada"," MI"
